Month (text),GMT,London Mean Roadside:Nitric Oxide (ug/m3),London Mean Roadside:Nitrogen Dioxide (ug/m3),London Mean Roadside:Oxides of Nitrogen (ug/m3),London Mean Roadside:Ozone (ug/m3),London Mean Roadside:PM10 Particulate (ug/m3),London Mean Roadside:PM2.5 Particulate (ug/m3),London Mean Roadside:Sulphur Dioxide (ug/m3),London Mean Background:Nitric Oxide (ug/m3),London Mean Background:Nitrogen Dioxide (ug/m3),London Mean Background:Oxides of Nitrogen (ug/m3),London Mean Background:Ozone (ug/m3),London Mean Background:PM10 Particulate (ug/m3),London Mean Background:PM2.5 Particulate (ug/m3),London Mean Background:Sulphur Dioxide (ug/m3)
Nov-08,20:00,,60.7,,17.1,23.9,18.1,3.3,,48.6,,19.8,19.3,16.8,2.7
Nov-08,21:00,,56.2,,18,23.1,18,3,,44.9,,20.5,19.2,16,2.5
Nov-08,22:00,,53.6,,18.6,22.4,16.5,2.8,,42.4,,20.8,18.6,14.9,2.5
Nov-08,23:00,,51.1,,19,21,15.4,2.7,,40,,21.2,17.5,13.7,2.3
Dec-08,00:00,,52.9,,15.5,24.2,20,3.4,,41.4,,17.1,21,18.5,3.3
Dec-08,01:00,,47.6,,17.8,21.5,18.3,2.7,,37.7,,19.3,19.1,17.5,3.1
Dec-08,02:00,,41.5,,19.7,20.3,16.9,2.5,,34.7,,21.4,18.4,16.2,2.8
Dec-08,03:00,,38.4,,21.3,19.1,15.9,2.3,,31.4,,23.6,17.3,15,2.7
Dec-08,04:00,,40.2,,20.4,18.8,16.1,2.1,,31.6,,22.9,16.7,15,2.6
Dec-08,05:00,,47.6,,17.2,19.6,16.6,2.4,,35.3,,20.2,16.6,15.1,2.5
Dec-08,06:00,,61.8,,13.7,21.6,18.5,3.3,,43.2,,16.2,17.4,15.2,2.9
Dec-08,07:00,,73.6,,11.5,24.3,19.5,4.2,,52,,13.1,18.7,15.9,3.5
Dec-08,08:00,,78,,11.2,26.7,21,4.8,,56.5,,12.7,20.1,16.7,4.1
Dec-08,09:00,,77.9,,11.9,29.5,21.5,4.8,,55.4,,14.2,22.1,17.6,4.3
Dec-08,10:00,,74.5,,13.7,31.1,21.5,4.8,,51.9,,16.9,23.3,18.3,4.5
Dec-08,11:00,,70.6,,16.2,31.9,21.4,4.6,,47.5,,19.7,23.1,18.6,4.4
Dec-08,12:00,,68.6,,17.4,33.1,21.8,4.5,,45,,21.6,23.4,18.6,4.3
Dec-08,13:00,,69,,17,32.2,20.8,4.4,,45.1,,21.9,22.5,17.8,3.9
Dec-08,14:00,,71.7,,16,32,20.8,4.1,,47.5,,20,22.6,17.5,3.4
Dec-08,15:00,,75.7,,13.5,31.2,21,4,,52.2,,16.1,22.9,17.7,3.2
Dec-08,16:00,,80.6,,11.2,31.4,22.5,4.2,,57,,12.7,23.5,18.7,3.4
Dec-08,17:00,,80.9,,10.7,31.3,23.3,4.3,,58.3,,11.9,24.1,20.2,3.4
Dec-08,18:00,,78.8,,11,30.9,22.7,4.2,,57.8,,12.5,24.2,20.4,3.5
Dec-08,19:00,,75.1,,11,30.4,22.5,4.1,,56.6,,12.5,24,20.8,3.5
Dec-08,20:00,,70.3,,11.1,30.3,22.7,3.9,,55.1,,12,24.9,20.9,3.6
Dec-08,21:00,,66.1,,11.8,29,22.7,3.9,,52.5,,12.5,24.5,21.3,3.9
Dec-08,22:00,,62.7,,13.1,27.3,22.3,3.8,,49.1,,13.8,23,20.7,3.8
Dec-08,23:00,,58.3,,13.9,27.4,22.2,3.6,,45.4,,15.3,22.9,20.2,3.5
Jan-09,00:00,,58,,20.2,28.3,23.1,5.4,,45.9,,23.1,25.2,21.9,4.3
Jan-09,01:00,,51.3,,24.5,26.9,22.3,4.5,,42.6,,25.2,24.4,21.3,3.4
Jan-09,02:00,,45.5,,24.8,26.1,21.6,4.3,,38.5,,26.6,24,20.6,3.1
Jan-09,03:00,,43.9,,24.3,24.7,20.4,4,,36.6,,26.3,23,19.9,3.1
Jan-09,04:00,,45.6,,23,23.9,20.7,4,,37.1,,25.5,21.8,19.1,3.2
Jan-09,05:00,,53,,20.3,24.2,21.3,4.4,,40.5,,23.4,21.4,18.9,3.4
Jan-09,06:00,,67.1,,16.1,26.6,22.8,5.3,,49.1,,18.9,22.1,19.1,3.9
Jan-09,07:00,,77.7,,14.3,27.9,24.1,6.2,,57.5,,16.2,22.4,19.5,4.6
Jan-09,08:00,,81.2,,13.7,29.5,24.3,6.8,,61.6,,15.3,23.5,19.8,5.2
Jan-09,09:00,,80.6,,14.7,31.5,24.9,6.8,,61.3,,16.7,25.6,20.5,5.8
Jan-09,10:00,,76.5,,17.6,32.5,24.4,7,,56.9,,20.3,25.8,20.8,6.3
Jan-09,11:00,,73.1,,20.1,35.1,24.2,7,,52.9,,24.1,27.2,20.3,6.4
Jan-09,12:00,,71.1,,22.3,36.9,23.3,6.7,,49.5,,27.5,27.1,19.2,6.3
Jan-09,13:00,,69.3,,23.9,38.1,21.9,6.4,,46.6,,29.6,26,18.7,5.5
Jan-09,14:00,,70.5,,23.4,36.9,21.7,6,,47.6,,28.9,25.7,18.2,5
Jan-09,15:00,,77,,19.1,35.9,22.7,5.9,,52.6,,24.2,26,18.9,4.6
Jan-09,16:00,,82.9,,15.3,34.8,23.3,6,,59.9,,18.4,26.6,20.3,4.8
Jan-09,17:00,,84.9,,13.7,34.7,24.1,6.1,,63.5,,15.7,27.3,21.5,5.5
Jan-09,18:00,,83.5,,13.6,33.7,24.6,6.7,,64,,15.4,27.3,22.3,5.8
Jan-09,19:00,,79.4,,14.3,33.9,24.9,6.8,,62.5,,15.8,27.8,23.7,6.1
Jan-09,20:00,,73.4,,15.3,32.8,24.6,6.5,,60,,16.9,27.4,23.7,5.4
Jan-09,21:00,,69.2,,17.8,31.7,24.4,6.1,,56.3,,19.3,27,23.1,4.9
Jan-09,22:00,,66.8,,18.7,30.7,23.8,6.2,,54,,20.3,26.4,22.4,5
Jan-09,23:00,,63.1,,19.6,29.1,22.8,6,,50.2,,21.5,25.5,22.3,4.9
Feb-09,00:00,,62,,12.6,25.2,19.3,4,,49,,15.9,21.3,18.9,3
Feb-09,01:00,,54.8,,15,23.4,18.7,4.4,,45.2,,18.2,20.5,18.9,2.6
Feb-09,02:00,,48.4,,17.7,21.7,17.9,3.5,,40.5,,21.1,19.2,18.4,2.7
Feb-09,03:00,,45.3,,19.3,20.7,17.3,3.4,,37.8,,21.9,18.5,17.9,2.5
Feb-09,04:00,,46.5,,18.2,20.8,17.4,3.4,,37.1,,21.6,18.5,17.4,2.4
Feb-09,05:00,,55.4,,14.5,21.3,17.8,3.7,,41.4,,19,18,17.3,2.5
Feb-09,06:00,,71.3,,10.8,24.5,20.3,4.5,,51.3,,14.3,19.3,17.4,2.6
Feb-09,07:00,,84.5,,8.2,27,22.6,5.4,,61,,11.3,20.2,18.5,3.4
Feb-09,08:00,,86.8,,8.9,29.9,22.9,6.1,,62.8,,12.5,22.5,19.3,3.9
Feb-09,09:00,,82.8,,12.1,30.9,22.8,5.9,,59.3,,17.1,23.1,19.1,3.9
Feb-09,10:00,,77.2,,16.3,34.1,21.6,5.6,,53.6,,23.2,22.4,17.7,3.8
Feb-09,11:00,,72.8,,20.6,34.9,20,5.3,,47.5,,29.1,22,16.3,3.5
Feb-09,12:00,,71,,23.2,34.8,18.3,5.1,,44.9,,33.1,21.8,15.8,3.5
Feb-09,13:00,,70.1,,24.6,33.8,17.5,5,,43.6,,35.3,20.6,13.7,3
Feb-09,14:00,,70.3,,24.8,31.1,16.3,4.8,,43.4,,36,19.3,13.5,2.9
Feb-09,15:00,,74,,22.4,30.7,15.5,4.9,,46.8,,32.8,20,13,2.8
Feb-09,16:00,,79.5,,18.6,28.8,15.5,4.8,,52.8,,27.2,19.6,13.7,2.6
Feb-09,17:00,,85.6,,13.9,28.1,16.9,4.6,,60.9,,20.2,19.9,14.2,2.6
Feb-09,18:00,,90.1,,10.8,29.3,18.7,4.6,,67.3,,14.7,21.1,16.1,2.8
Feb-09,19:00,,89.6,,9.3,30,20.2,4.8,,69.5,,12.1,22.4,18.5,3.1
Feb-09,20:00,,83.6,,9.6,29.4,20.2,4.9,,67,,12.6,22.9,19.2,3.1
Feb-09,21:00,,78.9,,9.9,27.9,20.3,4.8,,64,,12.8,22.5,19.7,3.3
Feb-09,22:00,,75.2,,10.1,27.6,20,4.5,,60.9,,12.8,22.8,19.8,3.3
Feb-09,23:00,,70.5,,10.4,26.6,19.9,4.4,,56.6,,13.7,22.1,19.5,3.1
Mar-09,00:00,,60.3,,29,27.4,19.5,2.7,,46.3,,33.7,23.4,17.8,2.7
Mar-09,01:00,,53.3,,30.1,25.5,18.8,2.9,,42.8,,34.8,22.8,17.5,2.4
Mar-09,02:00,,47.5,,31.5,24.3,19.3,2.3,,39.6,,35.3,22.1,17.3,2.4
Mar-09,03:00,,44.6,,32,23.3,18.3,2.3,,35.8,,36.1,21.5,17.3,2.4
Mar-09,04:00,,46.4,,31.1,23.7,18.9,2.2,,36.2,,35.3,21.4,17.4,2.4
Mar-09,05:00,,56.6,,26.1,25.8,20.7,2.7,,41.9,,31,22.5,17.6,2.6
Mar-09,06:00,,73.6,,20.3,28.7,22.7,3.5,,52.5,,25.7,23.7,18.1,3.3
Mar-09,07:00,,83.7,,18.4,32.9,23.6,4.4,,60.1,,24.3,26.4,19.4,3.8
Mar-09,08:00,,79.1,,22.5,35.6,23.9,4.5,,56.5,,29.2,27.4,20.4,4.2
Mar-09,09:00,,72.8,,28.5,37.8,23.8,4.3,,49.2,,37,28.7,20.6,4.3
Mar-09,10:00,,66.8,,34.9,37.2,22.5,4.1,,42.1,,45.2,28,18.8,4
Mar-09,11:00,,62.1,,39.6,34.7,19.7,3.8,,36.7,,51.7,26.6,17.5,3.6
Mar-09,12:00,,58.8,,42.7,32.9,18,3.5,,33.2,,56.4,25.4,15.8,3.1
Mar-09,13:00,,57.9,,45.4,31.8,17.3,3.3,,31.7,,59.8,24.7,14.5,2.6
Mar-09,14:00,,58.4,,46.1,31.5,17.1,3.5,,32.5,,60.3,24.6,14.6,2.5
Mar-09,15:00,,61.9,,44.4,29.8,17.1,3.5,,35,,58.3,23,14.1,2.5
Mar-09,16:00,,66.5,,41.4,28.8,17.4,3.5,,39.2,,54.3,22.8,14.1,2.4
Mar-09,17:00,,72.1,,37.5,28.8,17.6,3.2,,45.2,,48.5,22.2,14.9,2.5
Mar-09,18:00,,79.4,,30.8,30.5,18.5,3.2,,54.4,,39.6,23.7,16.2,2.6
Mar-09,19:00,,79.5,,28.8,30.6,19.1,3.1,,58.7,,34.9,24.5,17.5,2.7
Mar-09,20:00,,75.5,,28.5,30.4,19.8,3.1,,57.5,,33.5,24.6,18.2,2.7
Mar-09,21:00,,71.9,,28.3,29.7,20.2,3,,56,,33.1,24.5,18.4,2.8
Mar-09,22:00,,69.2,,28.7,29.1,19.8,3,,54.3,,33,24.8,18.5,3
Mar-09,23:00,,65.9,,29,28.5,19.6,2.8,,51,,33.1,24.1,18.1,2.8
Apr-09,00:00,,49.9,,32.4,30.2,24.7,1.8,,38.1,,39.7,27.1,22.3,2.5
Apr-09,01:00,,44.9,,33.7,28.5,23.5,2.4,,34.1,,40.8,26.3,21.6,2.7
Apr-09,02:00,,41.5,,34.5,26.8,23.6,1.7,,32.8,,40.3,25.1,21,2.2
Apr-09,03:00,,43.4,,31.5,27.4,24.3,1.8,,32.1,,37.9,24.9,21.1,2.3
Apr-09,04:00,,51.8,,25.5,28.6,25.3,2.1,,36.4,,32.4,25.3,21.4,2.6
Apr-09,05:00,,67.2,,18.6,32.6,28.9,2.7,,44.3,,26.5,26.8,23,2.8
Apr-09,06:00,,77.4,,17.8,37.1,30.7,3.6,,51.6,,25,30.5,24.3,3.8
Apr-09,07:00,,75.6,,22.3,38.8,29.6,3.8,,51.7,,29.5,31.6,24.7,4
Apr-09,08:00,,71.7,,28.7,37.3,28.7,3.6,,46.8,,36.5,30.7,23.7,4
Apr-09,09:00,,66.1,,34,35.2,26.9,3.3,,40.4,,44.9,29.2,22.2,3.6
Apr-09,10:00,,62.7,,40,34.5,25.8,3.1,,35.5,,51.9,28.6,21.5,3
Apr-09,11:00,,61.8,,43,33.5,25.4,3,,33.1,,57.5,27.4,21,2.8
Apr-09,12:00,,62.9,,46.8,33.7,25.4,2.9,,32.4,,61.9,27.3,20,2.6
Apr-09,13:00,,62.7,,49.9,33.7,24.5,3.1,,32.8,,65.1,27.6,19.5,2.5
Apr-09,14:00,,63.8,,51.1,33.5,24,3.1,,32.5,,67,27.8,19.4,2.6
Apr-09,15:00,,64.7,,53,32.1,24.3,2.8,,33.5,,67.7,26.6,19.4,2.4
Apr-09,16:00,,66.1,,53.2,31.4,23.5,2.8,,34.8,,67.7,26,19.7,2.4
Apr-09,17:00,,68.3,,49.4,31,24.6,2.7,,37.4,,63.7,25.9,19.6,2.4
Apr-09,18:00,,71,,43.3,30.4,23.9,2.6,,42.1,,55.4,25.5,19.5,2.5
Apr-09,19:00,,72.6,,35.9,32,27.1,2.5,,47.9,,46.1,26.9,20.4,2.4
Apr-09,20:00,,73.1,,29.9,33.9,28,2.4,,50.7,,39.7,29.1,22.5,2.3
Apr-09,21:00,,71.4,,26.7,35.2,28.8,2.4,,51.2,,35.6,30.6,23.6,2.4
Apr-09,22:00,,66.6,,27,33.5,28.3,2.3,,48,,35.1,29,24.2,2.4
Apr-09,23:00,,59,,29.7,31.6,26.2,2.2,,43.4,,37,28.6,23.5,2.4
May-09,00:00,,40,,39.9,22.9,14.8,2.3,,28.3,,46.9,20.1,13,2.1
May-09,01:00,,35.7,,40.6,22.3,14.4,2.6,,26.6,,46,19.8,12.7,2.2
May-09,02:00,,34.3,,39,21.8,14.8,2,,26.1,,43.6,19.6,12.6,1.8
May-09,03:00,,35.5,,36,21.4,14.9,2,,25.2,,41.5,18.9,12.4,2
May-09,04:00,,42.4,,31.5,22.2,15.2,2.1,,27.8,,38.4,18.7,12.1,2.1
May-09,05:00,,53.9,,27.6,24.2,16.7,2.6,,33.3,,35.4,19.3,13,2.4
May-09,06:00,,59.4,,28.6,27.4,17.5,3.2,,36.4,,37,21.5,13.4,2.9
May-09,07:00,,57.3,,33.1,27.6,16.4,3.3,,34.9,,42.3,21.4,13.3,3.1
May-09,08:00,,55.8,,38.6,27.5,14.9,3.4,,31.5,,48.9,20.8,12.3,3.2
May-09,09:00,,51.5,,45.3,26.7,13.6,3.1,,27,,56.5,20.1,11.2,3.1
May-09,10:00,,49.9,,49.2,26.1,12.6,3.1,,24.1,,62,19.4,10.5,2.9
May-09,11:00,,48.5,,52.3,29.3,12.5,3,,22.6,,65.7,18.5,10.5,2.7
May-09,12:00,,47.7,,54.9,27.5,12.4,2.9,,22.2,,68.6,18.9,10.2,2.6
May-09,13:00,,47.9,,57.4,26.7,12.9,3.1,,21.9,,71.5,19.6,10.6,2.5
May-09,14:00,,48.8,,59.3,26.6,12.9,3.1,,22.4,,72.9,19.8,10.5,2.4
May-09,15:00,,49.6,,59.6,25.2,13.4,3.1,,23.1,,72.8,19.1,10.4,2.4
May-09,16:00,,51,,58.4,23.8,13,3.1,,24,,71.8,18.5,10.1,2.4
May-09,17:00,,52.6,,57.5,22.3,12.9,3,,25.8,,69.5,17.5,10.4,2.3
May-09,18:00,,52.7,,54.9,23,13.5,3,,28.2,,65.4,18.5,10.9,2.2
May-09,19:00,,51.6,,51.4,23.5,14,3,,31.1,,60.4,19.6,11.6,2.2
May-09,20:00,,51.3,,47.3,24.5,15,2.9,,33.2,,55.3,20.5,12.6,2.3
May-09,21:00,,52.2,,44.1,25.5,15.1,2.8,,34.2,,51.5,21.6,13,2.3
May-09,22:00,,50.5,,41.8,25.2,15.3,2.7,,33.7,,49.7,21.3,13.3,2.2
May-09,23:00,,46.5,,41.2,24,14.7,2.4,,30.5,,49.2,20.7,12.9,2.1
Jun-09,00:00,,44.3,,35.3,20.9,14.9,2.5,,33.3,,41.8,18.4,13.1,1.4
Jun-09,01:00,,38.6,,35.2,19.7,14.6,3,,31.2,,41.2,17.6,13.2,1.7
Jun-09,02:00,,37.1,,33.6,19.7,15,2.3,,28.4,,39.4,17.5,12.9,1.2
Jun-09,03:00,,39.3,,28.9,20.2,15.5,2.4,,28.8,,35.7,17.8,13.5,1.4
Jun-09,04:00,,46.3,,24.2,22.3,17.1,2.7,,31.5,,32.2,19,14.2,1.4
Jun-09,05:00,,57,,21.3,24.8,19.1,3.1,,36.1,,31,19.5,15.2,1.9
Jun-09,06:00,,64.5,,23.5,27.4,19,3.8,,40,,33.1,20.6,15.8,2.5
Jun-09,07:00,,65.8,,26.5,28.6,18.5,4,,40.6,,36.5,21.6,15.5,3
Jun-09,08:00,,64,,31,28.6,18.5,4.2,,37.7,,42.7,22.2,15.2,3.1
Jun-09,09:00,,60.9,,36.6,27.6,17.5,4,,33.9,,50,21.2,14.4,3.2
Jun-09,10:00,,59.1,,42.4,27.2,17,4.1,,30.7,,57.6,21.1,13.5,3.2
Jun-09,11:00,,58.3,,47.7,26.8,15.4,4.2,,28,,64.9,20.8,12.9,3.3
Jun-09,12:00,,58.1,,53.2,28.1,15.2,4.2,,26.4,,71.7,21.3,12.7,3.2
Jun-09,13:00,,59.1,,55.5,27.8,15.3,4,,27,,74.8,21,12.4,3.1
Jun-09,14:00,,61.2,,56.2,27.5,15.4,4.1,,27.8,,76,21.1,12.4,3.3
Jun-09,15:00,,61.5,,57,27.2,15.6,4.5,,28.8,,75.9,21,11.8,3.8
Jun-09,16:00,,61.5,,56.5,25.9,14.9,4.6,,30.2,,73.7,20.7,11.4,3.7
Jun-09,17:00,,61.4,,55.7,23.9,14.5,4.5,,31,,71.2,19.1,11.3,3.4
Jun-09,18:00,,59.6,,52.9,23.3,14,4.1,,32.2,,67.7,18.8,10.9,2.9
Jun-09,19:00,,57.2,,47.2,23.1,14.4,3.9,,34.2,,61.6,19,11.1,2.5
Jun-09,20:00,,58.4,,40.5,23,14.5,3.6,,37.5,,53,19,11.8,2.1
Jun-09,21:00,,60.1,,35.6,23.2,15.3,3,,40.6,,45.8,19.4,12.6,1.9
Jun-09,22:00,,58.6,,33.2,23.4,15.8,3,,40.7,,42,19.8,13.6,1.7
Jun-09,23:00,,53.9,,33.4,22.2,15.6,3,,38.7,,40.9,18.9,13.5,1.6
Jul-09,00:00,,33,,29.5,17.7,10.9,1.8,,22.5,,33.7,15,10.4,1.5
Jul-09,01:00,,26.6,,32,17,10.4,1.7,,19.8,,34.8,15,10.3,1.5
Jul-09,02:00,,25.5,,31.7,17,10.3,1.4,,18.6,,33.7,14.7,10.2,1.2
Jul-09,03:00,,26.9,,29,17.4,10.6,1.6,,18.3,,32,14.9,10.4,1.2
Jul-09,04:00,,34.5,,23.9,18.3,11.1,1.7,,21.1,,29,14.5,10.3,1.3
Jul-09,05:00,,46.2,,20.7,20.5,12.7,2.1,,26,,26.7,14.8,10.6,1.4
Jul-09,06:00,,53.1,,20.4,22.6,13.4,2.7,,29.9,,26.3,15.8,11.5,1.8
Jul-09,07:00,,52.5,,22.4,23.2,13.4,3,,30.1,,28.7,16.9,11.2,2.3
Jul-09,08:00,,49.7,,26.3,23.2,12.7,3.1,,27.4,,33.4,17.1,10.5,2.6
Jul-09,09:00,,48.1,,30.7,22.5,11.3,3.1,,24.6,,38.9,16.5,9.5,2.6
Jul-09,10:00,,47,,34.3,21.9,10.5,2.9,,23,,44,15.9,9.2,2.6
Jul-09,11:00,,46.5,,38,21.9,10.5,2.9,,21.8,,49.2,16.3,9.3,2.6
Jul-09,12:00,,46.5,,41,22.2,10.8,3,,21.2,,52.7,16.7,9.2,2.6
Jul-09,13:00,,46.9,,42.1,21.6,10.6,2.6,,21.2,,55.4,16.2,8.9,2.7
Jul-09,14:00,,48.9,,42.6,22,10.9,2.7,,22.2,,55.9,16.6,9.1,2.8
Jul-09,15:00,,50.2,,42.8,21.3,10.9,2.8,,23,,55.8,15.8,9.1,2.7
Jul-09,16:00,,49.4,,43.3,20.9,11,2.7,,23.3,,55.1,15.2,8.7,2.7
Jul-09,17:00,,50.5,,41.3,19.6,11,2.8,,24.7,,52.5,14.7,9.1,2.7
Jul-09,18:00,,50.5,,39,19,11.3,2.5,,27.4,,48.2,13.9,9,2.6
Jul-09,19:00,,49.7,,36.2,19.6,11.1,2.2,,28.9,,44.6,14.5,9.4,2.5
Jul-09,20:00,,48.6,,32.4,19.1,11.4,2.2,,30.7,,39.6,14.7,10,2.3
Jul-09,21:00,,48.2,,29.8,19.5,11.1,2.2,,32.6,,34.7,15.2,10.1,1.9
Jul-09,22:00,,45.3,,28.7,19.4,10.9,2.2,,31,,32.9,15.9,9.9,1.8
Jul-09,23:00,,40.6,,28.4,18,10.7,2.2,,27,,32.8,14.8,10.2,1.7
Aug-09,00:00,,40.5,,21.4,19.3,13.3,1.9,,30.2,,26.3,15.9,12.2,2.5
Aug-09,01:00,,35.3,,23.2,17.9,12.4,1.8,,27.4,,26.6,14.9,11.7,2.6
Aug-09,02:00,,33.4,,23.1,17.2,12.1,1.5,,26.1,,25.7,14.7,11.3,1.7
Aug-09,03:00,,34.1,,20.9,16.8,11.7,1.5,,25.2,,24.1,13.9,10.8,1.9
Aug-09,04:00,,41,,15.6,18.2,12.8,1.6,,28,,20.5,14,11,2
Aug-09,05:00,,52.4,,11.9,21.3,14.9,2.3,,33.6,,16.9,15,11.5,2
Aug-09,06:00,,58.4,,13.2,23.6,15.1,2.7,,36.9,,18.1,17,12,2.3
Aug-09,07:00,,56.4,,18.8,24.2,14.5,2.9,,35.3,,23.3,18,12.4,2.6
Aug-09,08:00,,53,,24,24.5,13.5,3.1,,31.2,,30.1,17.4,11.8,2.6
Aug-09,09:00,,49.7,,28.8,23.5,13.2,3,,26.9,,36.6,17.6,11,2.7
Aug-09,10:00,,48.1,,32.4,23.2,12.8,2.9,,24.3,,42,18,10.6,2.5
Aug-09,11:00,,48.4,,35.3,25,12.2,2.6,,23,,45.9,17.7,10.5,2.5
Aug-09,12:00,,47.8,,38.7,24.3,12.6,2.6,,22.8,,50.3,17.4,10.5,2.5
Aug-09,13:00,,48,,41.7,24.3,12.8,2.6,,22,,54.3,18.4,10.5,2.5
Aug-09,14:00,,49.4,,43.5,23.5,13.1,2.3,,22,,56.5,17.8,10.7,2.5
Aug-09,15:00,,49.1,,45.1,23.5,12.6,2.4,,22.2,,57.2,16.8,10.5,2.6
Aug-09,16:00,,50.2,,44.3,21.3,12.5,2.4,,23.3,,56.1,16.3,10.2,2.7
Aug-09,17:00,,52.2,,42.4,21.4,12.5,2.1,,25.4,,53,16.5,10.6,2.8
Aug-09,18:00,,53.3,,38,20.5,12.6,2.2,,29.3,,47.4,15.5,11,2.8
Aug-09,19:00,,54.5,,32.6,20.8,13.2,1.9,,34.2,,39.7,16,11.3,2.7
Aug-09,20:00,,55.8,,26.5,22.2,14.3,1.9,,38.3,,32.6,17,12.7,2.7
Aug-09,21:00,,55.1,,23.4,22.5,14.6,2.2,,39.3,,28.7,17.8,12.9,2.6
Aug-09,22:00,,52.9,,21.5,21.4,14.5,2,,38.6,,26,17.3,12.7,2.5
Aug-09,23:00,,49,,20.1,20.5,14.3,1.8,,35.8,,25.1,17,12.8,2.5
Sep-09,00:00,,40.2,,24.4,21.5,13.4,2.2,,31.5,,28.3,18.7,12.3,3.1
Sep-09,01:00,,35.6,,26.4,20,12.8,1.9,,29.1,,30.1,17.5,11.7,3.3
Sep-09,02:00,,31.4,,28.4,19.6,12.6,1.7,,25.3,,31.1,17.5,11.5,2
Sep-09,03:00,,31.4,,27.3,18.4,12.2,1.6,,23.6,,30.7,16.2,11.1,2.4
Sep-09,04:00,,38.2,,23.3,19.2,12.7,1.7,,26.4,,27.5,16,10.7,2.5
Sep-09,05:00,,53.2,,16.9,21.8,14.3,2.3,,34.2,,21.8,16.4,10.7,2.7
Sep-09,06:00,,64.4,,14.6,24.9,15.9,2.9,,41.3,,18.3,18.1,11.6,3.1
Sep-09,07:00,,62.9,,17.3,26.7,15.5,2.9,,40.9,,21.3,20.2,12,3.3
Sep-09,08:00,,59.5,,21.6,28.4,15.6,3,,36.9,,27.1,20.1,12.4,3.4
Sep-09,09:00,,55.8,,26.2,26.7,14.9,2.9,,32,,33.8,19.6,11.8,3.3
Sep-09,10:00,,52.8,,29.8,29.4,14,2.8,,27.8,,40.1,19.6,10.7,3.1
Sep-09,11:00,,51.7,,32.7,25.6,14,2.9,,25.5,,44.8,18.3,10.8,3
Sep-09,12:00,,51.6,,35,25.8,13.8,2.8,,24.5,,48,19.9,10.6,3
Sep-09,13:00,,52.3,,36.1,26.1,14.6,2.9,,24.9,,49.6,19.8,10.8,3.1
Sep-09,14:00,,53.7,,36.5,26.9,14.5,2.6,,26,,49.6,20.6,10.8,3.1
Sep-09,15:00,,55,,35.9,28.6,14.6,2.6,,27.6,,47.9,20.5,10.9,3
Sep-09,16:00,,57.3,,33.6,24.5,14.5,2.5,,30.3,,44.7,19.5,11,3.1
Sep-09,17:00,,60.7,,29.7,24.3,15.2,2.5,,35.9,,38.1,19.5,11.3,3.1
Sep-09,18:00,,63.6,,24.6,25.5,16.3,2.3,,42.7,,30.4,20.4,12,3.1
Sep-09,19:00,,60.8,,22.4,25.3,16.3,2.2,,44,,27.4,20.6,12.5,3.2
Sep-09,20:00,,55.5,,22,24.1,15.8,2.2,,41.7,,26.6,20.3,13.3,3.2
Sep-09,21:00,,52.9,,22.3,24,15.1,2.1,,39.9,,26.1,20.5,12.9,3.1
Sep-09,22:00,,50.6,,21.9,22.7,14.4,2.1,,37.8,,25.4,19.5,12.7,3.1
Sep-09,23:00,,46.3,,22.6,22.2,13.7,1.9,,34.3,,26.1,19.4,12.6,3
Oct-09,00:00,,48.1,,13.1,24.5,16.4,3.6,,39,,16.5,21.2,15.7,3.8
Oct-09,01:00,,42.9,,14.7,22.5,15,3,,34.9,,17.9,19.9,14.5,4
Oct-09,02:00,,39.8,,15.8,21.2,14.9,3,,32.9,,18.7,18.5,14,2.7
Oct-09,03:00,,39.9,,15.2,20.2,14.4,3,,31.8,,18.6,17.6,13.4,3.1
Oct-09,04:00,,45.3,,12.9,20.9,14.9,3.3,,34.4,,16.8,17.2,12.8,3.3
Oct-09,05:00,,58.5,,9.9,23.7,17.4,4.1,,41.5,,13.4,18.1,13,3.6
Oct-09,06:00,,70.8,,8,27.2,19.6,4.9,,50.2,,10.7,19.6,13.7,4.3
Oct-09,07:00,,75.5,,9,30.3,20.6,5.4,,54.1,,11.6,22.7,15,4.7
Oct-09,08:00,,74.5,,11.5,31.9,20.4,5.6,,53,,15,24.3,15.6,4.9
Oct-09,09:00,,69.7,,15.3,31.6,18.7,5.1,,47.2,,20.3,24.2,15.3,4.6
Oct-09,10:00,,64.8,,19.1,28.9,17.4,4.9,,40.9,,26.4,22.4,14.1,4.2
Oct-09,11:00,,62.2,,21.6,27.5,15.9,4.8,,36.4,,31.7,20.6,12.4,4
Oct-09,12:00,,61.5,,23.3,26.7,15.3,4.5,,35,,33.9,20.5,12,3.9
Oct-09,13:00,,61.4,,23.9,26.1,15.2,4.5,,34.2,,35.5,19.3,11.5,4
Oct-09,14:00,,62.5,,24.3,25.1,14.7,4.5,,35.3,,35.7,18.5,11.1,3.9
Oct-09,15:00,,67.1,,22.2,26.2,15.6,4.4,,39.1,,32.8,19,11.4,3.9
Oct-09,16:00,,72.7,,17.8,28.5,17.4,4.1,,46,,25.8,20.8,12.2,3.8
Oct-09,17:00,,78.4,,13.7,28.5,19.9,4.2,,54.3,,18.4,21.7,13.5,4.1
Oct-09,18:00,,80.2,,12.2,30.5,21.5,4.3,,58.5,,15.6,23.6,15.3,4.5
